user_sequence,challenge
104789_12,CI24958
104789_13,CI23691
104790_11,CI24081
104790_12,CI25295
104790_13,CI23663
104793_11,CI23770
104793_12,CI24257
104793_13,CI24239
104794_11,CI25165
104794_12,CI25161
104794_13,CI25171
104796_11,CI25464
104796_12,CI24190
104796_13,CI25316
104801_11,CI26819
104801_12,CI25413
104801_13,CI26286
104807_11,CI27461
104807_12,CI25217
104807_13,CI23882
104812_11,CI26861
104812_12,CI26929
104812_13,CI26928
104820_11,CI26860
104820_12,CI26865
104820_13,CI26857
104824_11,CI26856
104824_12,CI26929
104824_13,CI26928
104825_11,CI26860
104825_12,CI26857
104825_13,CI26865
104827_11,CI26860
104827_12,CI26857
104827_13,CI26865
104829_11,CI26861
104829_12,CI26929
104829_13,CI26928
104831_11,CI26860
104831_12,CI26857
104831_13,CI26865
104832_11,CI26219
104832_12,CI26221
104832_13,CI26214
104835_11,CI26862
104835_12,CI26929
104835_13,CI26928
104837_11,CI26929
104837_12,CI26932
104837_13,CI26933
104838_11,CI26219
104838_12,CI26214
104838_13,CI26213
104842_11,CI26860
104842_12,CI26865
104842_13,CI26857
104844_11,CI26929
104844_12,CI26932
104844_13,CI26933
104846_11,CI26929
104846_12,CI26932
104846_13,CI26933
104848_11,CI26860
104848_12,CI26857
104848_13,CI26865
104850_11,CI26862
104850_12,CI26929
104850_13,CI26928
104853_11,CI23702
104853_12,CI25075
104853_13,CI24958
104855_11,CI23663
104855_12,CI25126
104855_13,CI23855
104856_11,CI24440
104856_12,CI24348
104856_13,CI25124
104859_11,CI27655
104859_12,CI27658
104859_13,CI27662
104860_11,CI25932
104860_12,CI24527
104860_13,CI23848
104861_11,CI23855
104861_12,CI25135
104861_13,CI24917
104865_11,CI24968
104865_12,CI23769
104865_13,CI24953
104866_11,CI23887
104866_12,CI28530
104866_13,CI25996
104869_11,CI24962
104869_12,CI24892
104869_13,CI23770
104871_11,CI26871
104871_12,CI26876
104871_13,CI26874
104876_11,CI26861
104876_12,CI26929
104876_13,CI26928
104885_11,CI26921
104885_12,CI26922
104885_13,CI26923
104886_11,CI24348
104886_12,CI25074
104886_13,CI25135
104887_11,CI27753
104887_12,CI26093
104887_13,CI27198
104890_11,CI26929
104890_12,CI26934
104890_13,CI26927
104894_11,CI27961
104894_12,CI27959
104894_13,CI26208
104901_11,CI24228
104901_12,CI23663
104901_13,CI23691
104902_11,CI28651
104902_12,CI26603
104902_13,CI27010
104903_11,CI27644
104903_12,CI27682
104903_13,CI27681
104904_11,CI24244
104904_12,CI25439
104904_13,CI26051
104905_11,CI26173
104905_12,CI26219
104905_13,CI26221
104906_11,CI24956
104906_12,CI24958
104906_13,CI23855
104907_11,CI25442
104907_12,CI25509
104907_13,CI24915
104912_11,CI24081
104912_12,CI24873
104912_13,CI23691
104914_11,CI25139
104914_12,CI24440
104914_13,CI24418
104920_11,CI25778
104920_12,CI25860
104920_13,CI25974
104921_11,CI25985
104921_12,CI25994
104921_13,CI25997
104922_11,CI25974
104922_12,CI25979
104922_13,CI25997
104924_11,CI24440
104924_12,CI25074
104924_13,CI24362
104927_11,CI25979
104927_12,CI26048
104927_13,CI25466
104932_11,CI25466
104932_12,CI24959
104932_13,CI24965
104933_11,CI26449
104933_12,CI24259
104933_13,CI26755
104936_11,CI25289
104936_12,CI24875
104936_13,CI23770
104937_11,CI24100
104937_12,CI24086
104937_13,CI25024
104939_11,CI25230
104939_12,CI25413
104939_13,CI25575
104941_11,CI25478
104941_12,CI25445
104941_13,CI24534
104944_11,CI26937
104944_12,CI26933
104944_13,CI26857
104946_11,CI26857
104946_12,CI26937
104946_13,CI26870
104951_11,CI23663
104951_12,CI24753
104951_13,CI23855
104954_11,CI26803
104954_12,CI28007
104954_13,CI24867
104958_11,CI26857
104958_12,CI26937
104958_13,CI26870
104959_11,CI26960
104959_12,CI26957
104959_13,CI26955
104960_11,CI26210
104960_12,CI26209
104960_13,CI26174
104963_11,CI23848
104963_12,CI23714
104963_13,CI23663
104964_11,CI25029
104964_12,CI25149
104964_13,CI24252
104967_11,CI25734
104967_12,CI25732
104967_13,CI25737
104968_11,CI24876
104968_12,CI24228
104968_13,CI25075
104971_11,CI24726
104971_12,CI24170
104971_13,CI24135
104976_11,CI26135
104976_12,CI24720
104976_13,CI24040
104977_11,CI23663
104977_12,CI25126
104977_13,CI23933
104983_11,CI25004
104983_12,CI23546
104983_13,CI24880
104986_11,CI23938
104986_12,CI23714
104986_13,CI23663
104987_11,CI25139
104987_12,CI24126
104987_13,CI25172
104989_11,CI24755
104989_12,CI27686
104989_13,CI23855
104991_11,CI26501
104991_12,CI24276
104991_13,CI24886
104996_11,CI23855
104996_12,CI23714
104996_13,CI23663
104998_11,CI25144
104998_12,CI27900
104998_13,CI24961
105001_11,CI27959
105001_12,CI27966
105001_13,CI27985
105007_11,CI27966
105007_12,CI27969
105007_13,CI27975
105011_11,CI26869
105011_12,CI26874
105011_13,CI26875
105013_11,CI27985
105013_12,CI27966
105013_13,CI27963
105014_11,CI26874
105014_12,CI26877
105014_13,CI26875
105019_11,CI23663
105019_12,CI24081
105019_13,CI24968
105020_11,CI26961
105020_12,CI26959
105020_13,CI25135
105021_11,CI25295
105021_12,CI24257
105021_13,CI23999
105023_11,CI23833
105023_12,CI23694
105023_13,CI24247
105024_11,CI23855
105024_12,CI23933
105024_13,CI24958
105030_11,CI24959
105030_12,CI26241
105030_13,CI25466
105035_11,CI25442
105035_12,CI25492
105035_13,CI25446
105037_11,CI24989
105037_12,CI24086
105037_13,CI25026
105038_11,CI24445
105038_12,CI24521
105038_13,CI24437
105039_11,CI26221
105039_12,CI26218
105039_13,CI26217
105040_11,CI23546
105040_12,CI24963
105040_13,CI25075
105041_11,CI24035
105041_12,CI23888
105041_13,CI24272
105057_11,CI25203
105057_12,CI25213
105057_13,CI25199
105064_11,CI23702
105064_12,CI25135
105064_13,CI23663
105069_11,CI24471
105069_12,CI24958
105069_13,CI26251
105070_11,CI24471
105070_12,CI24996
105070_13,CI25742
105071_11,CI24471
105071_12,CI25742
105071_13,CI24996
105072_11,CI23878
105072_12,CI24249
105072_13,CI24028
105073_11,CI25139
105073_12,CI25180
105073_13,CI25135
105074_11,CI25329
105074_12,CI24889
105074_13,CI24878
105077_11,CI25135
105077_12,CI25124
105077_13,CI25172
105078_11,CI24275
105078_12,CI24272
105078_13,CI24278
105079_11,CI25126
105079_12,CI23889
105079_13,CI25124
105080_11,CI24170
105080_12,CI24135
105080_13,CI24251
105092_11,CI23730
105092_12,CI23788
105092_13,CI24968
105095_11,CI25099
105095_12,CI24962
105095_13,CI24730
105098_11,CI25449
105098_12,CI24634
105098_13,CI24604
105099_11,CI25124
105099_12,CI25136
105099_13,CI24958
105101_11,CI23714
105101_12,CI23855
105101_13,CI25126
105103_11,CI23510
105103_12,CI24958
105103_13,CI26381
105104_11,CI24438
105104_12,CI24521
105104_13,CI24440
105108_11,CI24958
105108_12,CI25135
105108_13,CI25125
105112_11,CI25028
105112_12,CI24884
105112_13,CI24878
105115_11,CI27484
105115_12,CI25815
105115_13,CI26803
105119_11,CI24872
105119_12,CI24868
105119_13,CI25142
105120_11,CI28007
105120_12,CI25815
105120_13,CI25135
105122_11,CI25049
105122_12,CI25677
105122_13,CI24228
105124_11,CI24028
105124_12,CI24156
105124_13,CI23687
105125_11,CI24274
105125_12,CI24271
105125_13,CI25107
105126_11,CI24956
105126_12,CI25295
105126_13,CI24257
105128_11,CI25108
105128_12,CI25103
105128_13,CI24274
105130_11,CI25135
105130_12,CI25180
105130_13,CI25136
105134_11,CI23714
105134_12,CI23691
105134_13,CI25126
105145_11,CI26211
105145_12,CI26173
105145_13,CI26213
105146_11,CI25766
105146_12,CI25792
105146_13,CI23619
105147_11,CI23833
105147_12,CI25149
105147_13,CI23938
105151_11,CI26213
105151_12,CI26212
105151_13,CI26217
105156_11,CI24476
105156_12,CI24096
105156_13,CI24867
105159_11,CI26932
105159_12,CI26934
105159_13,CI26927
105160_11,CI27839
105160_12,CI25702
105160_13,CI25332
105163_11,CI24615
105163_12,CI23691
105163_13,CI24530
105166_11,CI26859
105166_12,CI26861
105166_13,CI26937
105167_11,CI26856
105167_12,CI26865
105167_13,CI26870
105168_11,CI27047
105168_12,CI27051
105168_13,CI27050
105173_11,CI26937
105173_12,CI26933
105173_13,CI26857
105181_11,CI26861
105181_12,CI26217
105181_13,CI26862
105182_11,CI26861
105182_12,CI26860
105182_13,CI26871
105184_11,CI27051
105184_12,CI27047
105184_13,CI27050
105187_11,CI27188
105187_12,CI28041
105187_13,CI25685
105188_11,CI24748
105188_12,CI24859
105188_13,CI24303
105189_11,CI23786
105189_12,CI24678
105189_13,CI23776
105190_11,CI23833
105190_12,CI24239
105190_13,CI23924
105192_11,CI25135
105192_12,CI23663
105192_13,CI25126
105198_11,CI24420
105198_12,CI24604
105198_13,CI24634
105199_11,CI23770
105199_12,CI24257
105199_13,CI24231
105200_11,CI26607
105200_12,CI23916
105200_13,CI25769
105206_11,CI23855
105206_12,CI23714
105206_13,CI25135
105214_11,CI23855
105214_12,CI25135
105214_13,CI25126
105222_11,CI23855
105222_12,CI25135
105222_13,CI23663
105223_11,CI23714
105223_12,CI23663
105223_13,CI25126
105228_11,CI23688
105228_12,CI23960
105228_13,CI23961
105229_11,CI24438
105229_12,CI24435
105229_13,CI24679
105233_11,CI27227
105233_12,CI27267
105233_13,CI26965
105235_11,CI26046
105235_12,CI26465
105235_13,CI26507
105237_11,CI24231
105237_12,CI24239
105237_13,CI23663
105239_11,CI23769
105239_12,CI24958
105239_13,CI23691
105241_11,CI23714
105241_12,CI24958
105241_13,CI23663
105242_11,CI25394
105242_12,CI23633
105242_13,CI25392
105246_11,CI25361
105246_12,CI25119
105246_13,CI26322
105249_11,CI24436
105249_12,CI24373
105249_13,CI24349
105251_11,CI24346
105251_12,CI27176
105251_13,CI25844
105255_11,CI24359
105255_12,CI24529
105255_13,CI24373
105256_11,CI25889
105256_12,CI24748
105256_13,CI25463
105260_11,CI26250
105260_12,CI27703
105260_13,CI24931
105265_11,CI25135
105265_12,CI24958
105265_13,CI23714
105266_11,CI24939
105266_12,CI24937
105266_13,CI25126
105268_11,CI25126
105268_12,CI25124
105268_13,CI23848
105269_11,CI25106
105269_12,CI25101
105269_13,CI25099
105271_11,CI24785
105271_12,CI25180
105271_13,CI24419
105273_11,CI25075
105273_12,CI24868
105273_13,CI24532
105274_11,CI25135
105274_12,CI25126
105274_13,CI24876
105275_11,CI25031
105275_12,CI23916
105275_13,CI24099
105278_11,CI27644
105278_12,CI27749
105278_13,CI26443
105283_11,CI25233
105283_12,CI24583
105283_13,CI24657
105286_11,CI26381
105286_12,CI26055
105286_13,CI24871
105294_11,CI26280
105294_12,CI27375
105294_13,CI27177
105295_11,CI25444
105295_12,CI25509
105295_13,CI25437
105296_11,CI27484
105296_12,CI27596
105296_13,CI26803
105297_11,CI26935
105297_12,CI26937
105297_13,CI26931
105298_11,CI24583
105298_12,CI23974
105298_13,CI24106
105299_11,CI24438
105299_12,CI24521
105299_13,CI24445
105305_11,CI25108
105305_12,CI24274
105305_13,CI25103
105307_11,CI25221
105307_12,CI25503
105307_13,CI24834
105308_11,CI23839
105308_12,CI25720
105308_13,CI23769
105311_11,CI24889
105311_12,CI25082
105311_13,CI24953
105312_11,CI24728
105312_12,CI24953
105312_13,CI24725
105317_11,CI23910
105317_12,CI23703
105317_13,CI24085
105319_11,CI24953
105319_12,CI23663
105319_13,CI23714
105321_11,CI27543
105321_12,CI27176
105321_13,CI25998
105322_11,CI27599
105322_12,CI25817
105322_13,CI24244
105324_11,CI25135
105324_12,CI23663
105324_13,CI23691
105325_11,CI24437
105325_12,CI25134
105325_13,CI25132
105333_11,CI24597
105333_12,CI24641
105333_13,CI24649
105334_11,CI24438
105334_12,CI24448
105334_13,CI24437
105336_11,CI26051
105336_12,CI23714
105336_13,CI23663
105340_11,CI23663
105340_12,CI23714
105340_13,CI23769
105343_11,CI24193
105343_12,CI23616
105343_13,CI25099
105345_11,CI24954
105345_12,CI24728
105345_13,CI24918
105350_11,CI24958
105350_12,CI24228
105350_13,CI23648
105353_11,CI26219
105353_12,CI26214
105353_13,CI26213
105355_11,CI24462
105355_12,CI24380
105355_13,CI24882
105362_11,CI24374
105362_12,CI24418
105362_13,CI24440
105364_11,CI26180
105364_12,CI26182
105364_13,CI26183
105366_11,CI23769
105366_12,CI24958
105366_13,CI24868
105368_11,CI25777
105368_12,CI27193
105368_13,CI26338
105374_11,CI28118
105374_12,CI28123
105374_13,CI28124
105375_11,CI28124
105375_12,CI28119
105375_13,CI28118
105377_11,CI25463
105377_12,CI24442
105377_13,CI24748
105380_11,CI28116
105380_12,CI28118
105380_13,CI28107
105381_11,CI26217
105381_12,CI26221
105381_13,CI26220
105382_11,CI26221
105382_12,CI26218
105382_13,CI26217
105384_11,CI26217
105384_12,CI26216
105384_13,CI26221
105391_11,CI23691
105391_12,CI24228
105391_13,CI23769
105392_11,CI25149
105392_12,CI23770
105392_13,CI24228
105394_11,CI23770
105394_12,CI24081
105394_13,CI24690
105398_11,CI24876
105398_12,CI25057
105398_13,CI24534
105400_11,CI23812
105400_12,CI23859
105400_13,CI24573
105401_11,CI25815
105401_12,CI23933
105401_13,CI23663
105407_11,CI25295
105407_12,CI23833
105407_13,CI23697
105409_11,CI24953
105409_12,CI23769
105409_13,CI23855
105410_11,CI25295
105410_12,CI24680
105410_13,CI23770
105412_11,CI23770
105412_12,CI23663
105412_13,CI23691
105415_11,CI23770
105415_12,CI24081
105415_13,CI23694
105419_11,CI24732
105419_12,CI24958
105419_13,CI23663
105423_11,CI23648
105423_12,CI24958
105423_13,CI24530
105425_11,CI24081
105425_12,CI24257
105425_13,CI23691
105427_11,CI28248
105427_12,CI23663
105427_13,CI24530
105429_11,CI23546
105429_12,CI24532
105429_13,CI25057
105436_11,CI25075
105436_12,CI24876
105436_13,CI24531
105438_11,CI23714
105438_12,CI23769
105438_13,CI23663
105439_11,CI24274
105439_12,CI24278
105439_13,CI24277
105441_11,CI25582
105441_12,CI25456
105441_13,CI26050
105444_11,CI24862
105444_12,CI25796
105444_13,CI24114
105445_11,CI26051
105445_12,CI26251
105445_13,CI26055
105446_11,CI25126
105446_12,CI24786
105446_13,CI24421
105447_11,CI25075
105447_12,CI24534
105447_13,CI23546
105449_11,CI24958
105449_12,CI23691
105449_13,CI23648
105453_11,CI23889
105453_12,CI23994
105453_13,CI25072
105456_11,CI23691
105456_12,CI23688
105456_13,CI24228
105457_11,CI24373
105457_12,CI24438
105457_13,CI24535
105462_11,CI23770
105462_12,CI24962
105462_13,CI24081
105465_11,CI24876
105465_12,CI24534
105465_13,CI25074
105467_11,CI25149
105467_12,CI24876
105467_13,CI25075
105472_11,CI24953
105472_12,CI24958
105472_13,CI23691
105475_11,CI23770
105475_12,CI24081
105475_13,CI23691
105476_11,CI23887
105476_12,CI23714
105476_13,CI23975
105477_11,CI27591
105477_12,CI27543
105477_13,CI25734
105479_11,CI24958
105479_12,CI23648
105479_13,CI23769
105486_11,CI28194
105486_12,CI28195
105486_13,CI28190
105491_11,CI28190
105491_12,CI28182
105491_13,CI28191
105495_11,CI24053
105495_12,CI23784
105495_13,CI23619
105496_11,CI23663
105496_12,CI25135
105496_13,CI23714
105498_11,CI25296
105498_12,CI25983
105498_13,CI25367
105502_11,CI27785
105502_12,CI27782
105502_13,CI27781
105505_11,CI24439
105505_12,CI24447
105505_13,CI24362
105510_11,CI25829
105510_12,CI25662
105510_13,CI25826
105514_11,CI27006
105514_12,CI27004
105514_13,CI27002
105515_11,CI27552
105515_12,CI27560
105515_13,CI27556
105516_11,CI24907
105516_12,CI24032
105516_13,CI23994
105517_11,CI25732
105517_12,CI25734
105517_13,CI25730
105520_11,CI24962
105520_12,CI24958
105520_13,CI23691
105521_11,CI28529
105521_12,CI27214
105521_13,CI27222
105525_11,CI23770
105525_12,CI24081
105525_13,CI23663
105526_11,CI28297
105526_12,CI23663
105526_13,CI23880
105527_11,CI25592
105527_12,CI25611
105527_13,CI26742
105528_11,CI28007
105528_12,CI26803
105528_13,CI25733
105534_11,CI25723
105534_12,CI24465
105534_13,CI25682
105543_11,CI23769
105543_12,CI23691
105543_13,CI24187
105544_11,CI27740
105544_12,CI26916
105544_13,CI26925
105546_11,CI25135
105546_12,CI23836
105546_13,CI23691
105547_11,CI24678
105547_12,CI23966
105547_13,CI23965
105551_11,CI23691
105551_12,CI24958
105551_13,CI23648
105552_11,CI26836
105552_12,CI26834
105552_13,CI26837
105556_11,CI26844
105556_12,CI26832
105556_13,CI26838
105559_11,CI25742
105559_12,CI24056
105559_13,CI24889
105560_11,CI24471
105560_12,CI24878
105560_13,CI23650
105561_11,CI26861
105561_12,CI24671
105561_13,CI26858
105563_11,CI26829
105563_12,CI26836
105563_13,CI26834
105566_11,CI24954
105566_12,CI24951
105566_13,CI24962
105568_11,CI27931
105568_12,CI27933
105568_13,CI28947
105570_11,CI24081
105570_12,CI25295
105570_13,CI23691
105571_11,CI24128
105571_12,CI23806
105571_13,CI23638
105574_11,CI24958
105574_12,CI26051
105574_13,CI23663
105577_11,CI24958
105577_12,CI25126
105577_13,CI25135
105584_11,CI24273
105584_12,CI24271
105584_13,CI24278
105588_11,CI24471
105588_12,CI24959
105588_13,CI24871
105595_11,CI25287
105595_12,CI25276
105595_13,CI25278
105597_11,CI25280
105597_12,CI25274
105597_13,CI25276
105601_11,CI25287
105601_12,CI25276
105601_13,CI25277
105609_11,CI27599
105609_12,CI25817
105609_13,CI24244
105613_11,CI23770
105613_12,CI25135
105613_13,CI25295
105615_11,CI24968
105615_12,CI25135
105615_13,CI25141
105618_11,CI27931
105618_12,CI27933
105618_13,CI27930
105619_11,CI23691
105619_12,CI23663
105619_13,CI24958
105620_11,CI24448
105620_12,CI24438
105620_13,CI24373
105626_11,CI25285
105626_12,CI25282
105626_13,CI25276
105628_11,CI25286
105628_12,CI25285
105628_13,CI25283
105630_11,CI26858
105630_12,CI26856
105630_13,CI26871
105634_11,CI24445
105634_12,CI24437
105634_13,CI24448
105636_11,CI24438
105636_12,CI24373
105636_13,CI24448
105638_11,CI24661
105638_12,CI24610
105638_13,CI24648
105643_11,CI27873
105643_12,CI24705
105643_13,CI27868
105647_11,CI28125
105647_12,CI28119
105647_13,CI28118
105648_11,CI28119
105648_12,CI28128
105648_13,CI28127
105651_11,CI25438
105651_12,CI25444
105651_13,CI25507
105652_11,CI24009
105652_12,CI24169
105652_13,CI23907
105654_11,CI28125
105654_12,CI28119
105654_13,CI28118
105656_11,CI27502
105656_12,CI27636
105656_13,CI27541
105657_11,CI26771
105657_12,CI26775
105657_13,CI26778
105660_11,CI26231
105660_12,CI28214
105660_13,CI27058
105662_11,CI25039
105662_12,CI25041
105662_13,CI25042
105663_11,CI24959
105663_12,CI26241
105663_13,CI24057
105664_11,CI24960
105664_12,CI24016
105664_13,CI24908
105666_11,CI27636
105666_12,CI27502
105666_13,CI27687
105668_11,CI27561
105668_12,CI27635
105668_13,CI27289
105669_11,CI27636
105669_12,CI27289
105669_13,CI27687
105676_11,CI27632
105676_12,CI27639
105676_13,CI27634
105683_11,CI24958
105683_12,CI23933
105683_13,CI23663
105684_11,CI23770
105684_12,CI24257
105684_13,CI23691
105686_11,CI23787
105686_12,CI24767
105686_13,CI23784
105691_11,CI25436
105691_12,CI25490
105691_13,CI25437
105696_11,CI25040
105696_12,CI25043
105696_13,CI25042
105697_11,CI24053
105697_12,CI23784
105697_13,CI23983
105700_11,CI23770
105700_12,CI24257
105700_13,CI24680
105701_11,CI23770
105701_12,CI25295
105701_13,CI25075
105705_11,CI27538
105705_12,CI27533
105705_13,CI27543
105706_11,CI27161
105706_12,CI23770
105706_13,CI25295
105712_11,CI24675
105712_12,CI24418
105712_13,CI24785
105713_11,CI27537
105713_12,CI27544
105713_13,CI27541
105716_11,CI23770
105716_12,CI24873
105716_13,CI24870
105721_11,CI26931
105721_12,CI26926
105721_13,CI26929
105722_11,CI26859
105722_12,CI26934
105722_13,CI26933
105728_11,CI27735
105728_12,CI25546
105728_13,CI27755
105729_11,CI27078
105729_12,CI28214
105729_13,CI24958
105733_11,CI25663
105733_12,CI26783
105733_13,CI26782
105736_11,CI23855
105736_12,CI23714
105736_13,CI23933
105737_11,CI25613
105737_12,CI25529
105737_13,CI23714
105738_11,CI24692
105738_12,CI24868
105738_13,CI24531
105746_11,CI24876
105746_12,CI23691
105746_13,CI23933
105750_11,CI25395
105750_12,CI24695
105750_13,CI25352
105751_11,CI26980
105751_12,CI26973
105751_13,CI26974
105756_11,CI25426
105756_12,CI25460
105756_13,CI25534
105761_11,CI26023
105761_12,CI28257
105761_13,CI25996
105764_11,CI26973
105764_12,CI26974
105764_13,CI26969
105766_11,CI24958
105766_12,CI25135
105766_13,CI23714
105772_11,CI26781
105772_12,CI26755
105772_13,CI26782
105775_11,CI24555
105775_12,CI24567
105775_13,CI24549
105777_11,CI24562
105777_12,CI24543
105777_13,CI24536
105778_11,CI23691
105778_12,CI24239
105778_13,CI24228
105782_11,CI24958
105782_12,CI25075
105782_13,CI24532
105784_11,CI23675
105784_12,CI23990
105784_13,CI24690
105786_11,CI25075
105786_12,CI23769
105786_13,CI25141
105788_11,CI25135
105788_12,CI23714
105788_13,CI23663
105789_11,CI23569
105789_12,CI24883
105789_13,CI25295
105791_11,CI24968
105791_12,CI24868
105791_13,CI23691
105797_11,CI24876
105797_12,CI24690
105797_13,CI24968
105801_11,CI25983
105801_12,CI24973
105801_13,CI24875
105802_11,CI25983
105802_12,CI24973
105802_13,CI24220
105804_11,CI24363
105804_12,CI25115
105804_13,CI25829
105806_11,CI25103
105806_12,CI24418
105806_13,CI25109
105809_11,CI25103
105809_12,CI24418
105809_13,CI25109
105811_11,CI27464
105811_12,CI27461
105811_13,CI25217
105812_11,CI23662
105812_12,CI25815
105812_13,CI25074
105813_11,CI25107
105813_12,CI24421
105813_13,CI25132
105815_11,CI23714
105815_12,CI23855
105815_13,CI23933
105818_11,CI25126
105818_12,CI24958
105818_13,CI23836
105819_11,CI25135
105819_12,CI25126
105819_13,CI24915
105821_11,CI23714
105821_12,CI26055
105821_13,CI23855
105822_11,CI24868
105822_12,CI24958
105822_13,CI24187
105827_11,CI25685
105827_12,CI26634
105827_13,CI25125
105829_11,CI24421
105829_12,CI24675
105829_13,CI24787
105831_11,CI24996
105831_12,CI24471
105831_13,CI25072
105832_11,CI25135
105832_12,CI25124
105832_13,CI23714
105834_11,CI23714
105834_12,CI24958
105834_13,CI23855
105836_11,CI25221
105836_12,CI25445
105836_13,CI26357
105838_11,CI24958
105838_12,CI23848
105838_13,CI24187
105840_11,CI24597
105840_12,CI24362
105840_13,CI24348
105841_11,CI24274
105841_12,CI25106
105841_13,CI25108
105842_11,CI25126
105842_12,CI25124
105842_13,CI25140
105843_11,CI25624
105843_12,CI24530
105843_13,CI23855
105844_11,CI24876
105844_12,CI24958
105844_13,CI24866
105850_11,CI24719
105850_12,CI23769
105850_13,CI23887
105857_11,CI28106
105857_12,CI24981
105857_13,CI28108
105862_11,CI26876
105862_12,CI26877
105862_13,CI26874
105865_11,CI24247
105865_12,CI23694
105865_13,CI25295
105868_11,CI23848
105868_12,CI23855
105868_13,CI24527
105872_11,CI23869
105872_12,CI24247
105872_13,CI24958
105874_11,CI24793
105874_12,CI24421
105874_13,CI25132
105875_11,CI24871
105875_12,CI23836
105875_13,CI25126
105881_11,CI26583
105881_12,CI24244
105881_13,CI25439
105888_11,CI23714
105888_12,CI23855
105888_13,CI23933
105892_11,CI23663
105892_12,CI25126
105892_13,CI23855
105895_11,CI25075
105895_12,CI24958
105895_13,CI24534
105900_11,CI25075
105900_12,CI24876
105900_13,CI24690
105902_11,CI23769
105902_12,CI24875
105902_13,CI24876
105904_11,CI23812
105904_12,CI24235
105904_13,CI24680
105905_11,CI23848
105905_12,CI25126
105905_13,CI24081
105906_11,CI25110
105906_12,CI25108
105906_13,CI25074
105907_11,CI23882
105907_12,CI23873
105907_13,CI27629
105908_11,CI23569
105908_12,CI24958
105908_13,CI24690
105909_11,CI25815
105909_12,CI25024
105909_13,CI25054
105910_11,CI24239
105910_12,CI23691
105910_13,CI24231
105912_11,CI25463
105912_12,CI25754
105912_13,CI23855
105913_11,CI24534
105913_12,CI25057
105913_13,CI23691
105915_11,CI26046
105915_12,CI26465
105915_13,CI26459
105916_11,CI26972
105916_12,CI26981
105916_13,CI26980
105918_11,CI26251
105918_12,CI25126
105918_13,CI26250
105919_11,CI25233
105919_12,CI24096
105919_13,CI24700
105922_11,CI24650
105922_12,CI24649
105922_13,CI24529
105923_11,CI25457
105923_12,CI24761
105923_13,CI25567
105927_11,CI27484
105927_12,CI23662
105927_13,CI26607
105930_11,CI23770
105930_12,CI24257
105930_13,CI24876
105940_11,CI25075
105940_12,CI23769
105940_13,CI24534
105945_11,CI24793
105945_12,CI24787
105945_13,CI24419
105947_11,CI23788
105947_12,CI24882
105947_13,CI25146
105951_11,CI25135
105951_12,CI25143
105951_13,CI23769
105953_11,CI25075
105953_12,CI24534
105953_13,CI23691
105957_11,CI25110
105957_12,CI25108
105957_13,CI24435
105966_11,CI24680
105966_12,CI25295
105966_13,CI24081
105969_11,CI24680
105969_12,CI25295
105969_13,CI23694
105971_11,CI27148
105971_12,CI24958
105971_13,CI23933
105975_11,CI24027
105975_12,CI24030
105975_13,CI23691
105979_11,CI25656
105979_12,CI23718
105979_13,CI24530
105980_11,CI27000
105980_12,CI26998
105980_13,CI27002
105982_11,CI25200
105982_12,CI24690
105982_13,CI25141
105986_11,CI25180
105986_12,CI25124
105986_13,CI25274
105988_11,CI25180
105988_12,CI25125
105988_13,CI25126
105993_11,CI26418
105993_12,CI26421
105993_13,CI26432
105998_11,CI23769
105998_12,CI23855
105998_13,CI23663
105999_11,CI23933
105999_12,CI25126
105999_13,CI24958
106010_11,CI24959
106010_12,CI23498
106010_13,CI24330
106017_11,CI25306
106017_12,CI24908
106017_13,CI24965
106021_11,CI24943
106021_12,CI24952
106021_13,CI24962
106027_11,CI25306
106027_12,CI23498
106027_13,CI24908
106029_11,CI24228
106029_12,CI24196
106029_13,CI25135
106033_11,CI26229
106033_12,CI24316
106033_13,CI24888
106034_11,CI26381
106034_12,CI24871
106034_13,CI24931
106036_11,CI24875
106036_12,CI24531
106036_13,CI24866
106040_11,CI25126
106040_12,CI23855
106040_13,CI23663
106046_11,CI24953
106046_12,CI23714
106046_13,CI24958
106050_11,CI25202
106050_12,CI24418
106050_13,CI24421
106051_11,CI23663
106051_12,CI23933
106051_13,CI23714
106056_11,CI24438
106056_12,CI24521
106056_13,CI24445
106061_11,CI24231
106061_12,CI24239
106061_13,CI23887
106064_11,CI25995
106064_12,CI25997
106064_13,CI25992
106067_11,CI25995
106067_12,CI26000
106067_13,CI25987
106068_11,CI27373
106068_12,CI27416
106068_13,CI27404
106072_11,CI25135
106072_12,CI25107
106072_13,CI25124
106081_11,CI27837
106081_12,CI27861
106081_13,CI27836
106082_11,CI24937
106082_12,CI24936
106082_13,CI24928
106085_11,CI25742
106085_12,CI25072
106085_13,CI25924
106090_11,CI25106
106090_12,CI25110
106090_13,CI25132
106093_11,CI24678
106093_12,CI23966
106093_13,CI23965
106097_11,CI23770
106097_12,CI25135
106097_13,CI25126
106101_11,CI24596
106101_12,CI24353
106101_13,CI24376
106103_11,CI25196
106103_12,CI25193
106103_13,CI25203
106106_11,CI26621
106106_12,CI26636
106106_13,CI26641
106111_11,CI23506
106111_12,CI24229
106111_13,CI24954
106112_11,CI25075
106112_12,CI23648
106112_13,CI24530
106113_11,CI24247
106113_12,CI23694
106113_13,CI24680
106122_11,CI24349
106122_12,CI24529
106122_13,CI24447
106124_11,CI25052
106124_12,CI24937
